0.41, -0.29, 1074394.00
0.44, -0.38, 1074411.00
0.59, -0.45, 1074428.00
0.84, -0.51, 1074445.00
1.10, -0.54, 1074462.00
1.27, -0.56, 1074479.00
1.82, -0.54, 1074496.00
2.72, -0.51, 1074513.00
3.37, -0.45, 1074530.00
4.34, -0.36, 1074547.00
3.74, -0.25, 1074564.00
3.61, -0.12, 1074581.00
3.68, 0.02, 1074598.00
2.29, 0.17, 1074615.00
1.63, 0.34, 1074632.00
3.25, 0.50, 1074649.00
3.79, 0.66, 1074666.00
0.97, 0.81, 1074683.00
3.32, 0.95, 1074700.00
2.30, 1.07, 1074717.00
1.63, 1.17, 1074734.00
1.00, 1.24, 1074751.00
0.90, 1.29, 1074768.00
1.15, 1.30, 1074785.00
1.24, 1.28, 1074802.00
1.02, 1.23, 1074819.00
1.05, 1.16, 1074836.00
1.09, 1.05, 1074853.00
1.03, 0.92, 1074870.00
1.05, 0.78, 1074887.00
1.04, 0.61, 1074904.00
0.99, 0.44, 1074921.00
0.99, 0.26, 1074938.00
1.00, 0.08, 1074955.00
1.00, -0.09, 1074972.00
1.00, -0.25, 1074989.00
0.98, -0.39, 1075006.00
0.98, -0.52, 1075023.00
0.99, -0.62, 1075040.00
1.00, -0.70, 1075057.00
1.01, -0.74, 1075074.00
1.02, -0.76, 1075091.00
1.03, -0.76, 1075108.00
1.02, -0.72, 1075125.00
1.07, -0.67, 1075142.00
STEP DETECTED: 1074836.00
1.11, -0.59, 1075159.00
1.28, -0.50, 1075176.00
1.39, -0.39, 1075193.00
1.41, -0.28, 1075210.00
1.57, -0.17, 1075227.00
1.94, -0.05, 1075244.00
2.11, 0.05, 1075261.00
2.66, 0.15, 1075278.00
2.60, 0.23, 1075295.00
1.99, 0.29, 1075312.00
1.78, 0.33, 1075329.00
2.26, 0.35, 1075346.00
2.20, 0.34, 1075363.00
1.10, 0.32, 1075380.00
1.48, 0.27, 1075397.00
1.17, 0.21, 1075414.00
0.28, 0.13, 1075431.00
0.23, 0.04, 1075448.00
0.23, -0.06, 1075465.00
0.26, -0.16, 1075482.00
0.25, -0.26, 1075499.00
0.41, -0.35, 1075516.00
0.35, -0.43, 1075533.00
0.44, -0.49, 1075550.00
0.69, -0.54, 1075567.00
0.79, -0.56, 1075584.00
1.10, -0.56, 1075601.00
1.71, -0.54, 1075618.00
2.16, -0.49, 1075635.00
3.38, -0.41, 1075652.00
4.34, -0.32, 1075669.00
4.23, -0.20, 1075686.00
3.95, -0.06, 1075703.00
3.65, 0.09, 1075720.00
2.81, 0.24, 1075737.00
1.76, 0.40, 1075754.00
4.31, 0.56, 1075771.00
2.43, 0.72, 1075788.00
2.56, 0.86, 1075805.00
2.50, 0.98, 1075822.00
2.70, 1.09, 1075839.00
1.20, 1.17, 1075856.00
1.00, 1.22, 1075873.00
1.01, 1.25, 1075890.00
1.46, 1.25, 1075907.00
1.03, 1.21, 1075924.00
0.89, 1.15, 1075941.00
1.11, 1.06, 1075958.00
1.12, 0.95, 1075975.00
1.03, 0.81, 1075992.00
0.99, 0.66, 1076009.00
1.01, 0.50, 1076026.00
0.99, 0.33, 1076043.00
0.95, 0.16, 1076060.00
0.97, -0.01, 1076077.00
0.97, -0.18, 1076094.00
0.97, -0.33, 1076111.00
0.96, -0.46, 1076128.00
0.95, -0.57, 1076145.00
0.94, -0.66, 1076162.00
0.91, -0.73, 1076179.00
0.91, -0.76, 1076196.00
0.92, -0.78, 1076213.00
0.93, -0.78, 1076230.00
0.84, -0.76, 1076247.00
0.78, -0.73, 1076264.00
0.96, -0.67, 1076281.00
STEP DETECTED: 1075941.00
1.19, -0.59, 1076298.00
1.25, -0.49, 1076315.00
1.22, -0.39, 1076332.00
1.15, -0.27, 1076349.00
1.09, -0.16, 1076366.00
0.99, -0.05, 1076383.00
1.01, 0.06, 1076400.00
1.01, 0.16, 1076417.00
1.03, 0.24, 1076434.00
1.02, 0.30, 1076451.00
1.00, 0.34, 1076468.00
0.96, 0.37, 1076485.00
0.97, 0.37, 1076502.00
0.97, 0.35, 1076519.00
0.98, 0.31, 1076536.00
0.99, 0.25, 1076553.00
1.00, 0.17, 1076570.00
0.97, 0.09, 1076587.00
0.96, -0.01, 1076604.00
0.95, -0.10, 1076621.00
