2.13, -0.62, 254977.00
1.81, -0.58, 254994.00
STEP DETECTED: 254637.00
1.97, -0.53, 255011.00
1.63, -0.46, 255028.00
1.12, -0.38, 255045.00
2.08, -0.28, 255062.00
2.28, -0.18, 255079.00
2.62, -0.06, 255096.00
2.61, 0.06, 255113.00
2.06, 0.06, 255130.00
1.62, 0.18, 255147.00
1.83, 0.30, 255164.00
1.39, 0.42, 255181.00
0.34, 0.53, 255198.00
0.31, 0.64, 255215.00
0.62, 0.73, 255232.00
0.70, 0.81, 255249.00
1.10, 0.88, 255266.00
1.50, 0.92, 255283.00
1.66, 0.95, 255300.00
2.05, 0.96, 255317.00
2.95, 0.95, 255334.00
3.64, 0.92, 255351.00
4.95, 0.87, 255368.00
5.10, 0.80, 255385.00
4.74, 0.72, 255402.00
3.80, 0.62, 255419.00
2.58, 0.51, 255436.00
1.93, 0.39, 255453.00
3.78, 0.26, 255470.00
2.85, 0.14, 255487.00
1.30, 0.01, 255504.00
1.28, -0.12, 255521.00
1.71, -0.23, 255538.00
1.28, -0.34, 255555.00
1.39, -0.44, 255572.00
1.66, -0.51, 255589.00
1.85, -0.58, 255606.00
2.44, -0.62, 255623.00
2.83, -0.65, 255640.00
2.92, -0.65, 255657.00
3.01, -0.64, 255674.00
2.10, -0.61, 255691.00
1.88, -0.55, 255708.00
STEP DETECTED: 255368.00
1.80, -0.49, 255725.00
1.55, -0.41, 255742.00
1.33, -0.31, 255759.00
1.51, -0.21, 255776.00
2.33, -0.09, 255793.00
1.69, 0.02, 255810.00
2.13, 0.14, 255827.00
2.87, 0.26, 255844.00
2.54, 0.38, 255861.00
2.09, 0.49, 255878.00
1.20, 0.59, 255895.00
0.56, 0.68, 255912.00
0.31, 0.76, 255929.00
0.28, 0.82, 255946.00
0.72, 0.87, 255963.00
0.83, 0.90, 255980.00
1.10, 0.92, 255997.00
1.57, 0.91, 256014.00
1.79, 0.89, 256031.00
2.46, 0.86, 256048.00
3.51, 0.80, 256065.00
4.16, 0.74, 256082.00
5.23, 0.66, 256099.00
4.64, 0.57, 256116.00
4.40, 0.47, 256133.00
4.06, 0.36, 256150.00
2.40, 0.25, 256167.00
1.69, 0.13, 256184.00
4.61, 0.02, 256201.00
3.80, -0.09, 256218.00
4.77, -0.19, 256235.00
1.81, -0.29, 256252.00
1.43, -0.38, 256269.00
1.28, -0.45, 256286.00
1.43, -0.51, 256303.00
1.54, -0.56, 256320.00
1.66, -0.59, 256337.00
1.74, -0.60, 256354.00
2.18, -0.60, 256371.00
2.52, -0.58, 256388.00
2.68, -0.55, 256405.00
STEP DETECTED: 256048.00
2.46, -0.50, 256422.00
2.03, -0.44, 256439.00
1.93, -0.37, 256456.00
1.95, -0.29, 256473.00
1.39, -0.20, 256490.00
1.34, -0.10, 256507.00
2.19, -0.00, 256524.00
1.90, 0.10, 256541.00
1.76, 0.20, 256558.00
2.90, 0.30, 256575.00
3.16, 0.40, 256592.00
2.45, 0.48, 256609.00
1.12, 0.56, 256626.00
0.71, 0.63, 256643.00
0.55, 0.69, 256660.00
0.19, 0.73, 256677.00
0.59, 0.77, 256694.00
0.72, 0.79, 256711.00
1.02, 0.79, 256728.00
1.41, 0.78, 256745.00
1.63, 0.76, 256762.00
2.17, 0.72, 256779.00
3.12, 0.67, 256796.00
3.75, 0.61, 256813.00
5.00, 0.53, 256830.00
4.88, 0.45, 256847.00
4.29, 0.36, 256864.00
4.00, 0.26, 256881.00
2.83, 0.16, 256898.00
1.82, 0.05, 256915.00
2.68, -0.05, 256932.00
3.87, -0.15, 256949.00
1.45, -0.25, 256966.00
1.15, -0.34, 256983.00
1.84, -0.43, 257000.00
1.30, -0.50, 257017.00
1.31, -0.56, 257034.00
1.41, -0.61, 257051.00
1.81, -0.64, 257068.00
1.97, -0.65, 257085.00
2.34, -0.65, 257102.00
2.42, -0.63, 257119.00
2.47, -0.60, 257136.00
STEP DETECTED: 256779.00
2.29, -0.54, 257153.00
1.61, -0.47, 257170.00
1.65, -0.39, 257187.00
1.86, -0.29, 257204.00
1.75, -0.19, 257221.00
1.49, -0.07, 257238.00
1.49, 0.05, 257255.00
1.89, 0.18, 257272.00
2.25, 0.31, 257289.00
3.28, 0.43, 257306.00
2.74, 0.55, 257323.00
1.99, 0.66, 257340.00
1.10, 0.76, 257357.00
0.58, 0.85, 257374.00
0.49, 0.93, 257391.00
0.79, 0.98, 257408.00
0.98, 1.02, 257425.00
1.34, 1.04, 257442.00
1.56, 1.04, 257459.00
2.08, 1.03, 257476.00
2.63, 0.99, 257493.00
2.93, 0.93, 257510.00
3.78, 0.86, 257527.00
4.67, 0.78, 257544.00
4.75, 0.68, 257561.00
3.91, 0.57, 257578.00
3.63, 0.45, 257595.00
3.28, 0.32, 257612.00
3.68, 0.20, 257629.00
3.92, 0.07, 257646.00
4.69, -0.05, 257663.00
1.54, -0.05, 257680.00
1.37, -0.16, 257697.00
2.05, -0.27, 257714.00
1.43, -0.37, 257731.00
1.13, -0.45, 257748.00
1.13, -0.52, 257765.00
1.39, -0.57, 257782.00
1.38, -0.61, 257799.00
